p_ar_mois,p_ar_vol,p_ar_ash,p_ar_fc,p_ar_sul,p_ar_hhv,p_ar_lhv,u_ar_nit
29.93,28.6,23.33,18.14,3.077,3117.732,2831.025,1.169
30.29,27.6,23.49,18.62,2.599,3089.329,2801.136,1.18
28.42,27.1,27.34,17.14,2.621,2922.782,2642.308,1.11
28.59,27.87,24.92,18.62,3.444,3158.404,2877.227,1.107
28.27,27.67,26.18,17.88,2.852,3010.957,2731.101,1.146
27.18,27.56,28.17,17.09,2.979,2945.535,2670.179,1.132
26.82,27.51,26.86,18.81,3.692,3140.474,2866.604,1.101
26.83,27.9,27.57,17.7,2.718,2993.784,2719.873,1.133
29.4,26.97,27.18,16.45,2.798,2859.619,2575.1,1.104
29.31,28.12,23.88,18.69,3.419,3175.313,2891.165,1.114
28.22,27.83,25.96,17.99,2.485,3018.156,2738.507,1.16
27.83,27.75,27.38,17.04,2.99,2971.149,2693.11,1.108
29.27,29.75,23,17.98,3.199,3138.976,2854.993,1.136
27.61,28.71,24.11,19.57,2.57,3196.417,2919.286,1.21
28.41,26.33,24.28,20.98,3.618,3194.329,2913.895,1.046
28.56,29.5,23.36,18.58,3.29,3203.872,2922.819,1.108
29.34,27.92,19.08,23.66,3.524,3585.267,3300.994,1.168
29.3,28.21,18,24.49,3.204,3676.486,3392.378,1.212
28.77,28.38,24.31,18.54,2.968,3140.11,2858.191,1.162
26.99,27.53,27.71,17.77,3.234,3056.002,2781.43,1.084
27.51,29.14,22.53,20.82,2.858,3357.592,3080.874,1.238
25.06,27.54,30.41,16.99,3.162,2920.061,2653.456,1.095
26.23,25.65,30.4,17.72,3.588,2861.199,2589.765,1
27.45,28.24,27.89,16.42,3.38,2903.251,2626.78,1.034
26.77,29.41,23,20.82,2.684,3282.343,3008.679,1.205
26.77,29.41,23,20.82,2.684,3282.343,3008.679,1.205
26.34,29.41,24.76,19.49,2.797,3199.904,2928.016,1.257
26.64,29.27,24.39,19.7,2.747,3186.794,2913.667,1.247
26.92,28.94,25.72,18.42,2.543,3097.6,2823.317,1.122
29.17,27.94,24.08,18.81,2.553,3092.074,2808.503,1.106
27.46,27.9,29.53,15.11,3.156,2805.527,2529.015,1.064
28.9,28.06,26.17,16.87,3.131,2922.441,2639.985,1.065
28.44,28.48,24.05,19.03,2.703,3125.145,2844.588,1.19
27.88,27.46,29.26,15.4,3.202,2754.588,2476.342,0.999
30.02,27.79,26,16.19,3.073,2843.833,2556.754,0.978
28.06,28.15,26.4,17.39,2.98,2978.648,2699.659,1.052
27.82,28.32,26.65,17.21,2.937,2977.883,2699.885,1.059
28.72,27.93,24.22,19.13,2.532,3143.568,2861.855,1.116
26.71,27.13,28.51,17.65,3.518,2996.595,2723.179,0.972
29.25,28.58,23.78,18.39,2.687,2909.401,2625.5,1.079
28.33,27.85,27.05,16.77,2.813,3104.115,2824.011,1.031
28.67,27.78,26.64,16.91,3.092,2966.374,2684.868,1.128
27.62,27.8,27.63,16.95,3.861,3019.358,2742.185,1.089
29.06,28.17,25.9,16.87,2.949,2957.743,2674.627,1.133
27.78,28.81,25.68,17.73,3.208,3080.897,2803.064,1.174
30.15,26.89,26.38,16.58,2.506,2820.764,2533.148,1.065
25.08,28.02,31.71,15.19,3.007,2786.427,2519.74,1.042
26.99,27.3,28.09,17.62,3.521,3041.923,2767.352,1.064
28.16,27.17,28.87,15.8,2.826,2807.098,2527.696,1.008
29.08,27.3,28.65,14.97,3.023,2760.727,2477.528,1.065
30.43,28.3,26.28,14.99,3.174,2834.384,2545.612,1.066
30.02,29.13,25.66,15.19,3.156,2874.428,2587.349,1.079
30.31,27.84,26.21,15.64,2.822,2821.154,2532.878,1.065
25.27,27.45,31.48,15.8,3.25,2827.118,2559.646,1.035
29.3,27.23,25.81,17.66,2.722,2952.739,2668.632,1.092
28.65,26.91,28.49,15.95,3.378,2857.959,2576.535,1.002
30.71,27.09,24.6,17.6,2.827,2962.857,2672.93,1.082
29.45,25.81,29.56,15.18,2.85,2651.243,2366.516,1.002
29.21,27.66,29.84,13.29,2.978,2558.561,2274.825,0.925
30.66,27.97,24.24,17.13,2.746,2964.209,2674.488,1.051
29.48,28.71,24,17.81,2.781,3051.428,2766.577,1.088
28.31,26.53,31.3,13.86,3.021,2601.654,2321.633,0.963
30.69,26.98,26.88,15.45,3.241,2753.95,2464.105,0.949
29.17,25.56,30.64,14.63,2.413,2557.971,2274.4,0.974
28.32,27.71,29.19,14.78,3.145,2743.088,2463.026,0.983
29.31,27.2,27.81,15.68,2.802,2783.708,2499.56,1.043
30.3,28.03,24.29,17.38,3.078,2980.157,2691.922,1.044
28.35,28.04,28.7,14.91,2.83,2713.03,2432.844,1.007
32.66,28.93,19.82,18.59,3.315,3203.318,2905.342,1.136
29.97,29.52,27.32,13.19,3.116,2629.513,2342.64,0.957
32.03,27.62,25.2,15.15,2.812,2796.646,2501.269,1.035
32.29,28.51,20,19.2,3.047,3231.206,2934.757,1.154
30.23,27.37,26.52,15.88,2.551,2826.105,2538.159,1.117
31.11,27.52,24.63,16.74,2.543,2891.109,2599.53,1.098
30.25,28.05,24.61,17.09,2.61,2941.386,2653.357,1.087
29.44,27.5,27.7,15.36,3.1,2750.097,2465.412,0.982
28.08,27.91,28.63,15.38,2.584,2783.361,2504.29,1.016
28.42,28.49,25.57,17.52,2.333,2991.559,2711.085,1.093
28.26,29.28,28.61,13.85,3.382,2786.551,2506.737,0.959
30.96,28.35,20.39,20.3,2.044,3209.917,2918.957,1.178
29.85,28.18,25.95,16.02,2.797,2874.098,2587.721,0.994
30.64,28.1,24.31,16.95,2.382,2913.792,2624.153,1.058
30.27,27.74,26.47,15.52,3.12,2816.291,2528.18,0.957
28.56,28.99,25.45,17,2.676,2960.618,2679.565,1.075
28.44,27.74,27.46,16.36,2.733,2841.319,2560.762,1.061
30.46,27.44,25.78,16.32,3.25,2867.772,2578.877,1.008
29.33,28.54,23.21,18.92,2.562,3060.29,2776.059,1.111
30.67,27.56,23.34,18.43,2.546,3068.61,2778.847,1.118
30.3,27.57,23.87,18.26,2.486,3032.842,2744.607,1.094
29.68,26.61,29.88,13.83,2.929,2581.867,2296.191,0.926
29.82,27.78,25.18,17.22,2.587,2953.42,2667.167,1.067
29.22,27.92,24.95,17.91,2.54,3010.533,2726.756,1.089
29.84,26.69,26.72,16.75,2.702,2842.547,2556.211,1.032
29.1,26.78,30.28,13.84,2.873,2595.781,2312.5,0.898
29.61,27.05,29.31,14.03,3.12,2636,2350.613,0.96
30.16,27.45,25.88,16.51,2.563,2868.51,2580.853,1.051
29.49,27.86,26.72,15.93,2.752,2845.021,2560.13,1.029
28.95,27.12,29.27,14.66,2.762,2701.052,2418.389,0.984
30.93,27.96,23.37,17.74,2.902,3002.081,2711.246,1.061
30.43,28.45,23.18,17.94,2.669,3008.548,2719.777,1.068
30.69,27.31,25.59,16.41,2.713,2863.737,2573.892,1.041
30.19,26.65,28.8,14.36,3.101,2646.55,2358.769,0.952
30.75,27.43,23.89,17.93,2.638,3005.043,2714.95,1.076
28.68,27.23,27.73,16.36,2.755,2855.873,2574.325,1.058
31.23,28.94,22.39,17.44,2.671,2990.964,2698.89,1.089
30.1,28.5,20.97,20.43,2.471,3258.009,2970.599,1.19
29.61,27.31,25.82,17.26,2.654,2900.977,2615.59,1.016
28.7,26.01,29.26,16.03,3.004,2845.357,2563.726,0.971
28.45,26.3,29.94,15.31,2.895,2763.058,2482.46,0.964
29.76,27.61,24.21,18.42,2.389,3049.776,2763.77,1.169
29.23,28.33,24.48,17.96,2.485,3033.584,2749.766,1.14
30.04,28.55,20.96,20.45,2.406,3285.209,2998.047,1.23
29.86,27.72,25.45,16.97,2.742,2948.404,2661.986,1.044
29.67,27,26.79,16.54,2.803,2878.862,2593.227,1.072
28.99,27.95,25.64,17.42,2.851,3023.697,2740.869,1.12
28.49,26.92,29.31,15.28,2.622,2711.203,2430.44,0.975
28.25,27.54,29.33,14.88,2.906,2698.638,2418.865,1.025
25.83,28.74,29.68,15.75,3.023,2841.845,2572.061,1.019
28.99,28.43,27.14,15.44,3.168,2888.981,2606.153,1.016
28.62,27.77,27.92,15.69,3.26,2852.46,2571.16,1.002
29.05,27.79,28,15.16,2.535,2696.19,2413.115,0.991
29.31,27.1,27.96,15.63,2.923,2777.125,2492.976,0.989
28.85,28.32,27.04,15.79,2.637,2824.026,2541.777,1.013
29.65,27.81,26.54,16,2.66,2829.319,2543.767,1.037
28.67,27.27,29.21,14.85,2.756,2749.543,2468.036,1.001
29.38,28.11,25.88,16.63,2.765,2924.462,2640.025,1.043
28.94,25.92,29.68,15.46,2.763,2701.042,2418.421,1.007
28.94,27.95,25.95,17.16,2.84,2997.515,2714.894,1.092
28.83,28.08,26.3,16.79,2.832,2949.316,2667.149,1.112
32.19,26.49,25.41,15.91,2.595,2782.094,2486.057,0.978
31.15,27.53,24.9,16.42,2.654,2884.137,2592.393,1.024
30.51,26.33,26.76,16.4,2.675,2795.215,2506.113,1.015
30.24,25.56,28.2,16,2.737,2713.878,2425.891,0.984
29.89,26.64,26.82,16.65,2.728,2865.13,2578.588,1.01
31.48,27.12,24.44,16.96,2.58,2880.133,2587.027,1.041
30.78,27.97,24.45,16.8,2.527,2922.72,2632.504,1.038
30.78,27.79,23.4,18.03,2.751,3026.87,2736.654,1.102
31.12,26.99,25.54,16.35,2.652,2818.424,2526.804,1.036
31.21,28.57,22.22,18,2.66,3051.113,2759.121,1.097
31.48,26.7,26.15,15.67,2.404,2699.391,2406.285,1.017
30.82,28.21,21.81,19.16,2.666,3140.062,2849.68,1.173
31.18,27.9,24.53,16.39,2.93,2886.351,2594.484,1.052
29.92,29.11,21.46,19.51,2.302,3187.881,2901.215,1.18
30.9,28.84,20.7,19.56,2.358,3178.993,2888.281,1.183
30.28,28.85,21.34,19.53,2.551,3205.858,2917.705,1.159
30.13,29.23,20.14,20.5,2.43,3305.484,3017.95,1.154
29.69,29.09,21.56,19.66,2.55,3240.43,2954.713,1.137
30.19,28.65,22.18,18.98,2.327,3126.456,2838.675,1.103
29.04,29.33,22.72,18.91,2.467,3150.835,2867.801,1.106
29.16,29.39,21.59,19.86,2.442,3236.142,2952.612,1.163
29.17,27.83,25.84,17.16,2.455,2916.249,2632.679,1.051
31.59,27.81,22.3,18.3,2.273,3028.633,2735.073,1.091
29.74,29.06,22.16,19.04,2.266,3136.263,2850.34,1.127
29.77,28.25,24.48,17.5,2.658,3036.142,2750.095,1.115
30.43,28.32,22.09,19.16,2.418,3138.455,2849.684,1.155
31.13,28.97,21.37,18.53,2.486,3048.039,2756.378,1.265
30.11,27.56,24.08,18.25,2.768,3051.701,2764.251,1.087
29.53,28.03,23.43,19.01,3.07,3176.308,2891.251,1.096
29.95,28.31,22.83,18.91,2.922,3172.994,2886.204,1.097
31.89,28.76,18.22,21.13,2.91,3411.37,3116.572,1.339
31.19,28.59,20.19,20.03,2.743,3260.864,2968.955,1.333
29.96,28.57,21.82,19.65,2.28,3229.606,2942.774,1.222
28.28,30.69,26.07,14.96,2.697,2898.665,2618.768,1.101
29.29,27.79,24.7,18.22,2.63,3050.55,2766.484,1.084
29.46,29.48,24.34,16.72,2.528,2967.974,2683.207,1.122
28.61,28.51,27.38,15.5,2.599,2850.798,2569.539,1.106
30.98,27.98,22.57,18.47,2.669,3079.243,2788.201,1.104
30.49,27.84,22.79,18.88,2.809,3122.871,2833.851,1.1
30.53,27.36,26.68,15.43,3.161,2813.802,2524.617,1.167
31.25,28.01,22.49,18.25,2.786,3077.02,2784.863,1.258
30.82,28.27,22.84,18.07,2.831,3081.273,2790.891,1.262
29.53,26.96,25.4,18.11,2.624,2971.997,2686.941,1.136
29.19,27.98,23.9,18.93,2.775,3120.423,2836.769,1.155
29.56,28.21,22.8,19.43,2.694,3187.656,2902.476,1.188
29.31,28,24.99,17.7,2.757,3038.21,2754.062,1.177
27.5,27.04,30.29,15.17,2.766,2742.345,2465.668,1.093
30.23,27.88,23.06,18.83,2.735,3113.858,2825.911,1.172
28.05,27.21,29.66,15.08,2.989,2781.284,2502.337,1.058
29.05,27.64,26.23,17.08,3.57,2981.638,2698.563,1.116
28.76,27.05,29.16,15.03,2.765,2758.571,2476.693,1.021
28.96,27.95,25.61,17.48,2.743,3020.036,2737.332,1.138
30.06,28.42,19.64,21.88,2.773,3425.289,3138.045,1.234
29.67,27.92,22.44,19.97,2.528,3216.637,2931.003,1.192
29.95,29.08,22.73,18.24,2.583,3067.526,2780.735,1.14
27.99,29.54,28.93,13.54,3.608,2806.822,2528.122,1.009
29.32,27.52,23.21,19.95,2.032,3113.672,2829.482,1.194
28.85,29.04,25.63,16.48,3.158,2995.57,2713.32,1.12
30.41,29.24,18.74,21.61,2.121,3363.468,3074.778,1.393
29.03,27.93,25.06,17.98,2.409,3013.767,2730.775,1.2
28.71,28.08,21.66,21.55,2.176,3229.118,2947.447,1.307
29.33,27.17,23.29,20.21,2.148,3072.482,2788.251,1.246
30.55,26.92,21.47,21.06,2.289,3196.189,2906.922,1.266
30.61,26.77,22.43,20.19,2.287,3096.837,2807.322,1.223
29.6,28.93,18.94,22.53,2.066,3429.414,3144.068,1.313
29.85,28.84,19.16,22.15,2.242,3408.05,3121.673,1.293
30.26,29.02,19.11,21.61,2.38,3386.042,3097.972,1.295
29.52,29.51,20.83,20.14,2.591,3285.024,3000.009,1.252
29.78,28.61,20.37,21.24,2.219,3316.706,3030.618,1.278
30.16,28.95,20.07,20.82,2.204,3294.354,3006.697,1.257
30.42,28.8,18.58,22.2,2.447,3430.496,3141.766,1.253
31.04,28.38,22.61,17.97,2.371,3025.835,2734.546,1.193
30.68,29.24,18.41,21.67,2.253,3389.345,3099.541,1.332
30.25,29.13,20.05,20.57,2.218,3273.101,2985.073,1.295
29.48,29.8,20.28,20.44,2.204,3283.073,2998.223,1.318
29.77,29.15,17.82,23.26,2.009,3502.062,3216.014,1.413
30.34,28.31,19.72,21.63,2.117,3332.608,3044.208,1.302
30.36,28.04,20.72,20.88,2.044,3254.222,2965.739,1.259
29.76,28.86,19.23,22.15,1.994,3395.14,3109.134,1.315
30.64,28.04,21.21,20.11,2.467,3189.823,2900.185,1.21
32.53,27.48,18.59,21.4,2.308,3303.295,3005.854,1.264
30.95,28.02,19.97,21.06,2.389,3296.615,3005.697,1.279
30.45,28.51,20.11,20.93,2.397,3293.649,3004.794,1.277
29.56,29.33,23.8,17.31,3.216,3108.279,2823.099,1.144
27.36,30.29,26.08,16.27,3.545,3073.509,2797.41,1.13
28.33,29.86,23.4,18.41,2.885,3176.132,2896.028,1.193
28.07,29.62,28.57,13.74,3.669,2856.731,2577.701,1.132
29.19,29.07,27.02,14.72,3.644,2884.788,2601.134,1.095
29.14,27.49,25.73,17.64,2.551,2942.162,2658.715,1.191
30.39,28.43,21.5,19.68,2.499,3181.861,2893.254,1.239
29.5,29.38,21.05,20.07,2.409,3257.254,2972.321,1.282
29.12,28.77,23.01,19.1,2.223,3158.623,2875.259,1.26
29.14,29.13,21.83,19.9,2.176,3218.448,2935.001,1.293
28.07,29.4,22,20.53,2.202,3266.439,2987.409,1.31
29.54,29.1,21.84,19.52,2.303,3246.148,2961.05,1.226
29.4,29.56,21.15,19.89,2.205,3244.294,2959.774,1.241
29.35,28.64,21.64,20.37,2.151,3256.177,2971.864,1.266
30.4,29.15,18.59,21.86,1.94,3400.471,3111.823,1.326
30.26,29.41,18.3,22.03,1.966,3420.754,3132.684,1.332
30.47,28.74,20.99,19.8,2.034,3199.835,2910.898,1.232
30.24,29.65,19.71,20.4,1.907,3289.886,3001.899,1.285
30.04,28.56,22.21,19.19,2.07,3103.034,2815.872,1.202
30.91,28.39,20.23,20.47,2.204,3279.939,2989.186,1.253
31.42,27.71,21.74,19.13,2.283,3099.37,2806.512,1.176
28.94,29.24,22.37,19.45,2.393,3243.874,2961.253,1.253
29.62,27.66,25.78,16.94,2.749,2959.822,2674.394,1.135
29.37,29.33,22.43,18.87,2.528,3190.368,2905.972,1.221
32.37,28.65,17.28,21.7,2.585,3412.686,3115.906,1.288
32.3,28.99,18.08,20.63,2.105,3245.621,2949.13,1.216
31.69,29.38,15.98,22.95,2.316,3530.634,3236.661,1.335
30.68,29.84,18.57,20.91,2.685,3371.158,3081.354,1.281
32.03,29.1,18.82,20.05,2.502,3266.826,2971.449,1.227
33.93,28.74,13.55,23.78,2.065,3512.476,3209.257,1.337
32.35,29.69,16.71,21.25,2.427,3402.419,3105.722,1.302
29.79,28.11,23.59,18.51,2.441,3048.682,2762.552,1.156
30.24,28.97,21.2,19.59,2.325,3206.049,2918.061,1.232
30.94,28.22,22.07,18.77,2.281,3089.334,2798.457,1.151
29.53,28.9,22.7,18.87,2.454,3145.14,2860.083,1.213
29.74,28.14,23.78,18.34,2.525,3075.233,2789.309,1.171
30.76,29.77,21.89,17.58,2.476,2992.342,2702.208,1.121
33.01,28.48,17.71,20.8,2.38,3269.311,2969.889,1.231
32.27,28.42,18.2,21.11,2.424,3305.59,3009.223,1.234
31.6,28.31,21.27,18.82,2.345,3060.683,2767.082,1.163
32.04,28.93,18.97,20.06,2.316,3207.642,2912.224,1.205
32.14,29.8,16.63,21.43,2.266,3361.943,3066.112,1.237
30.57,28.11,22.36,18.96,2.292,3103.584,2814.234,1.183
28.76,28.85,25.5,16.89,2.633,3025.13,2743.252,1.144
31.27,27.14,23.66,17.93,2.405,2977.635,2685.395,1.161
32.4,29.05,17.55,21,2.371,3337.407,3040.503,1.262
32.52,28.45,18.4,20.63,2.49,3322.167,3024.768,1.255
32.23,28.85,19.17,19.75,2.375,3191.033,2894.831,1.194
33.23,29.14,16.51,21.12,2.261,3349.673,3049.343,1.255
31.81,27.34,23.08,17.77,2.368,2965.549,2671.081,1.156
30.54,26.79,24.78,17.89,2.557,2955.863,2666.637,1.146
27.94,29.04,27.56,15.46,3.131,2912.503,2634.01,1.181
30.58,28.83,23.44,17.15,2.402,3004.78,2715.389,1.18
29.6,28.91,23.07,18.42,2.568,3123.615,2838.27,1.229
31.88,27.83,21.04,19.25,2.398,3136.615,2841.858,1.226
30.2,28.44,23.33,18.03,2.501,3043.43,2755.608,1.204
31.02,28.44,20.85,19.69,2.231,3202.42,2911.213,1.282
28.22,29.41,25.82,16.55,2.596,2939.468,2659.819,1.196
29.61,28.71,22.4,19.28,2.192,3135.853,2850.467,1.261
28.15,28.06,25.5,18.29,2.34,3066.711,2787.351,1.199
28.22,28.25,26.3,17.23,2.685,3025.219,2745.57,1.156
27.85,28.39,25.9,17.86,2.757,3083.423,2805.301,1.163
27.73,29.23,27.05,15.99,2.782,2914.362,2636.735,1.144
28.4,27.84,27.81,15.95,2.603,2832.946,2552.554,1.128
28.97,25.92,28.75,16.36,3.228,2827.345,2544.6,1.128
28.92,27.35,31.88,11.85,3.494,2574.878,2292.339,1.018
28.03,26.32,32.34,13.31,2.718,2584.785,2305.92,1.09
28.73,26.52,29.12,15.63,3.074,2781.887,2500.132,1.115
27.3,26.25,29.95,16.5,3.081,2835.511,2559.66,1.032
30.95,27.75,24.04,17.26,2.763,3029.315,2738.397,1.174
30.78,28.08,24.51,16.63,3.723,3047.637,2757.421,1.195
30.4,29.71,23.02,16.87,2.922,3080.468,2791.82,1.206
30.17,29.53,24.62,15.68,3.059,2998.84,2711.142,1.172
29.65,30.11,21.5,18.74,3.202,3293.343,3007.791,1.231
30.63,30.18,22.13,17.06,2.303,3020.37,2730.773,1.216
28.92,29.05,25.81,16.22,3.127,3024.413,2741.874,1.135
28.82,28.05,26.57,16.56,2.925,2984.396,2702.27,1.127
29.81,28.18,24.36,17.65,2.856,3088.185,2801.972,1.13
30.28,28.14,24.68,16.9,2.506,2974.678,2686.526,1.13
27.44,27.08,30.71,14.77,2.914,2729.458,2453.028,1.074
27.91,28.42,29.5,14.17,2.821,2762.504,2484.135,1.065
29.12,27.3,28.48,15.1,2.602,2763.169,2479.805,1.08
28.81,27.83,27.62,15.74,2.739,2857.52,2575.436,1.125
29.6,27.39,26.12,16.89,2.672,2947.485,2662.139,1.135
29,27.24,27.39,16.37,2.69,2895.077,2612.208,1.143
28.77,27.77,26.71,16.75,2.493,2959.532,2677.613,1.203
31.85,26.51,25.05,16.59,2.547,2857.64,2563.007,1.112
31.67,26.76,25.21,16.36,2.553,2848.655,2554.765,1.086
32.81,26.3,24.73,16.16,2.502,2817.023,2518.427,1.097
29.89,27.95,25.44,16.72,2.672,2937.062,2650.519,1.104
29.5,26.74,27.03,16.73,2.591,2862.99,2578.057,1.12
29.13,26.83,28.23,15.81,2.809,2816.716,2533.31,1.076
27.99,26.74,30.84,14.43,3.056,2712.068,2433.368,1.061
29.28,27.88,26.4,16.44,2.961,2930.433,2646.408,1.115
29.04,28.55,26.16,16.25,2.915,2947.458,2664.424,1.137
30.09,27.4,25.38,17.13,1.878,2891.37,2604.001,1.192
28.05,28,28.58,15.37,2.291,2827.272,2548.325,1.127
28.02,28.45,26.89,16.64,2.167,2938.673,2659.85,1.178
28.82,27.86,26.5,16.82,2.535,2958.144,2676.019,1.182
29.58,28.01,25.85,16.56,2.338,2850.757,2565.494,1.139
30.24,28.52,21.79,19.45,2.422,3144.107,2856.12,1.238
29.34,28.71,25.9,16.05,2.64,2883.924,2599.652,1.108
29.04,28.65,22.99,19.32,1.731,3167.766,2884.732,1.276
28.05,28.67,27.12,16.16,2.32,2883.61,2604.663,1.163
30.13,28.84,23.36,17.67,2.497,3060.765,2773.232,1.216
31.7,26.98,23.42,17.9,2.757,3026.326,2732.312,1.095
32.18,27.87,18.87,21.08,1.833,3307.909,3011.913,1.279
31.38,28.34,22.16,18.12,1.98,3102.64,2809.947,1.231
29.89,27.66,25.58,16.87,2.624,2906.07,2619.527,1.174
29.81,28.94,21.33,19.92,2.667,3289.082,3002.869,1.321
29.38,27.62,26.39,16.61,3.005,2895.874,2611.437,1.121
28.43,29.01,24.92,17.64,3.121,3103.023,2822.507,1.199
30.58,30.12,17.69,21.61,2.078,3384.563,3095.172,1.388
29.62,28.3,23.14,18.94,2.144,3105.897,2820.469,1.255
28.87,28.63,24.17,18.33,2.184,3045.771,2763.439,1.21
29.88,28.48,24.46,17.18,2.657,2967.829,2681.327,1.164
30.04,28.14,25.28,16.54,2.831,2923.947,2636.785,1.117
29.15,29,24.44,17.41,2.772,3010.92,2727.432,1.156
29.7,30.26,14.76,25.28,2.349,3758.618,3472.859,1.443
30.58,29.91,16.79,22.72,2.454,3539.422,3250.031,1.365
29.91,29.77,19.98,20.34,1.588,3317.058,3030.433,1.274
28.52,26.92,28.44,16.12,2.068,2847.823,2566.936,1.03
29.73,29.58,18.71,21.98,1.555,3420.605,3134.723,1.332
28.25,29.01,24.21,18.53,1.891,3156.658,2876.885,1.196
28.27,29.15,24.61,17.97,1.9,3127.297,2847.442,1.177
30.25,30.06,17.1,22.59,2.268,3537.446,3249.418,1.369
30.06,28.34,22.16,19.44,2.223,3222.608,2935.364,1.274
30.13,29.11,20.39,20.37,2.02,3257.691,2970.158,1.308
30.89,28.85,18.31,21.95,2.286,3428.647,3137.977,1.311
29.35,27.15,26.63,16.87,2.199,2873.108,2588.794,1.129
29.7,28.4,23.95,17.95,2.425,3066.812,2781.054,1.167
29.51,28.57,23.23,18.69,2.333,3138.756,2853.782,1.194
30.12,29.37,19.83,20.68,2.006,3297.789,3010.297,1.254
27.93,30.4,24.92,16.75,2.266,3009.505,2731.053,1.179
29.76,29.54,20.04,20.66,1.906,3257.48,2971.474,1.276
28.98,29.46,20.23,21.33,1.95,3291.666,3008.88,1.311
29.19,29.18,20.14,21.49,1.931,3324.412,3040.758,1.344
29.84,26.1,30.01,14.05,2.965,2615.057,2328.721,0.978
30.15,27.8,24.41,17.64,2.819,3053.839,2766.223,1.129
30.73,27.67,23.25,18.35,2.901,3131.046,2841.036,1.138
28.23,26.13,29.34,16.3,2.692,2790.951,2511.261,1.078
29.44,27.92,25.04,17.6,3.018,3051.523,2766.838,1.146
29.49,28.38,25.26,16.87,2.92,3005.034,2720.142,1.149
28.46,27.74,26.45,17.35,2.742,2988.897,2708.257,1.157
28.97,28.64,25.01,17.38,3.046,3087.474,2804.729,1.159
28.94,28.46,24.73,17.87,2.817,3127.548,2844.927,1.173
29.3,28.25,26.52,15.93,2.595,2895.112,2611.004,1.113
29.8,28,25.66,16.54,2.543,2928.609,2642.438,1.115
29.36,28.63,24.03,17.98,2.428,3070.923,2786.568,1.17
29.49,31.1,18.29,21.12,2.525,3543.319,3258.427,1.328
29.48,29.2,22.75,18.57,2.54,3161.035,2876.185,1.189
27.67,28.51,25.97,17.85,2.544,3088.584,2811.205,1.194
28.68,29.2,24.08,18.04,2.058,3019.104,2737.556,1.178
28.59,28.5,23.72,19.19,2.303,3175.615,2894.439,1.195
29.66,29.63,24.03,16.68,2.89,3021.701,2736.108,1.149
28.22,30.26,24.11,17.41,2.793,3146.963,2867.314,1.204
28.71,27.84,26.41,17.04,2.544,3006.791,2725.119,1.177
29.9,28.87,20.93,20.3,2.005,3291.52,3004.936,1.308
25.93,28.35,32.18,13.54,3.404,2752.214,2482.018,1.069
25.4,28.6,33.22,12.78,3.429,2696.56,2428.551,1.028
26.04,29.3,30.27,14.39,3.189,2863.507,2592.857,1.098
25.44,29.26,32.88,12.42,3.34,2698.537,2430.364,1.021
29.44,28.67,26.16,15.73,3.198,2978.511,2693.826,1.085
27.13,27.77,33.36,11.74,3.508,2554.291,2279.141,0.958
29.07,28.88,27.02,15.03,3.378,2929.019,2645.861,1.072
30.5,25.69,27.19,16.62,3.307,2815.268,2526.207,0.997
30.5,25.69,27.19,16.62,3.307,2815.268,2526.207,0.997
29.53,27.96,25.42,17.09,3.247,3042.355,2757.299,1.068
30.21,27.23,28.32,14.24,3.14,2709.906,2422.042,0.931
30.01,28.35,26.18,15.46,2.768,2908.683,2621.645,1.1
28.59,27.43,28.43,15.55,2.994,2841.968,2560.791,1.102
28.17,26.46,29.87,15.5,3.207,2766.765,2487.323,1.058
30.08,25.91,29.71,14.3,2.334,2608.554,2321.227,1.043
28.67,28.43,26.59,16.31,2.825,3007.418,2725.911,1.139
29.31,27.28,27.39,16.02,2.348,2842.488,2558.339,1.103
30.11,27.73,22.54,19.62,3.004,3189.11,2901.659,1.134
30.41,26.59,24.6,18.4,2.916,2994.176,2705.487,1.079
30.89,28.72,21.46,18.93,3.057,3233.264,2942.594,1.154
28.96,27.62,28.62,14.8,3.167,2764.586,2481.882,1.067
27.92,27.58,29.97,14.53,3.312,2717.944,2439.534,1.062
29.35,29.5,25.43,15.72,3.237,3004.418,2720.105,1.133
27.56,29.84,25.07,17.53,3.957,3122.01,2845.085,1.139
29.09,27.2,29.11,14.6,3.538,2729.466,2446.225,1.019
28.82,27.66,28.64,14.88,3.627,2794.889,2512.763,1.036
28.84,29.3,26.91,14.95,3.063,2929.848,2647.64,1.065
28.41,29.58,26.67,15.34,3.351,2965.132,2684.699,1.086
28.76,27.07,30.43,13.74,3.761,2650.295,2368.417,0.99
28.89,27.89,28.92,14.3,3.445,2750.77,2468.355,1.016
28.59,29.35,26.8,15.26,2.36,2951.209,2670.032,1.087
27.99,27.93,30.19,13.89,3.641,2704.961,2426.261,1.003
28.24,27.83,29.58,14.35,3.637,2747.201,2467.469,1.023
31.48,27.94,22.95,17.63,1.995,3005.567,2712.461,1.133
28.74,29.23,27.38,14.65,2.853,2920.419,2638.623,1.078
31.24,28.67,22.84,17.25,2.381,3026.925,2734.81,1.125
28.96,27.37,31.3,12.37,3.357,2572.789,2290.086,0.963
29.86,27.24,29.3,13.6,3.358,2665.449,2379.03,1.003
30.5,28.71,25.15,15.64,2.273,2834.307,2545.247,1.076
29.31,28.36,29.07,13.26,3.185,2724.716,2440.568,0.991
29.95,26.23,30.35,13.47,3.333,2564.945,2278.154,0.958
